Altitude,Al Mass Loss Fraction
0,0
0.3484320557491220,0.00005518763796909240
0.8362369337979060,0.00005518763796909240
1.2543554006968600,0.00005518763796909240
1.6027874564459900,0.00005518763796909240
2.1602787456446000,0.00005518763796909240
2.5783972125435500,0.00005518763796909240
3.135888501742160,0.00005518763796909240
3.344947735191640,0.00005518763796909240
3.9721254355400600,0.00005518763796909240
4.390243902439020,0.00005518763796909240
4.878048780487800,0.00005518763796909240
5.296167247386760,0.00005518763796909240
5.644599303135880,0.00005518763796909240
6.341463414634140,0.00005518763796909240
6.829268292682930,0.00005518763796909240
7.526132404181180,0.00005518763796909240
7.804878048780480,0.00005518763796909240
7.944250871080140,0.00005518763796909240
8.362369337979090,0.00005518763796909240
8.989547038327530,0.00005518763796909240
9.895470383275260,0.00012141280353200600
10.592334494773500,0.000011037527593821300
10.940766550522600,0.000011037527593821300
11.428571428571400,0.000011037527593821300
11.916376306620200,0.000011037527593821300
12.195121951219500,0.000011037527593821300
12.682926829268300,0.000011037527593821300
13.379790940766500,0.00007726269315673500
14.00696864111500,0.000011037527593821300
14.00696864111500,0.000011037527593821300
14.21602787456450,0.000011037527593821300
14.21602787456450,0.000011037527593821300
14.912891986062700,0.000033112582781456800
15.400696864111500,0.000011037527593821300
15.400696864111500,0.000011037527593821300
16.306620209059200,0.000011037527593821300
16.44599303135890,0.000011037527593821300
17.073170731707300,0.00005518763796909240
17.700348432055700,0.000011037527593821300
18.397212543554000,0.000033112582781456800
19.094076655052300,0.000011037527593821300
20,0.000033112582781456800
20.836236933797900,0.000033112582781456800
21.25435540069690,0.000033112582781456800
21.533101045296200,0.000033112582781456800
21.67247386759580,0.000033112582781456800
21.811846689895500,0.000033112582781456800
22.4390243902439,0.000033112582781456800
22.4390243902439,0.000033112582781456800
23.066202090592300,0.000033112582781456800
23.13588850174220,0.000033112582781456800
23.69337979094080,0.000033112582781456800
24.45993031358890,0.000033112582781456800
25.505226480836200,0.000033112582781456800
26.480836236933800,0.000033112582781456800
26.55052264808360,0.000033112582781456800
27.177700348432100,0.00005518763796909240
27.52613240418120,0.00005518763796909240
28.36236933797910,0.00005518763796909240
29.33797909407670,0.000033112582781456800
30.17421602787460,0.000011037527593821300
30.45296167247390,0.000011037527593821300
31.066238971802700,0.00004510264921285190
31.358885017421600,0.000033112582781456800
31.916376306620200,0.00005518763796909240
32.41567158935440,0.00007049948472493200
32.98490127758420,0.00010589265662207600
33.602429242391100,0.00025217615469239100
34.12336065404380,0.0003141535312589480
34.69259034227350,0.0003894105915033980
35.052264808362400,0.0004966887417218530
35.33101045296170,0.0005629139072847700
35.67944250871080,0.0006291390728476840
35.88850174216030,0.0006732891832229550
36.23693379790940,0.0007395143487858680
36.65505226480840,0.0008498896247240600
36.98460230662300,0.0009252756326829510
37.51848950597550,0.0011222841243703800
38.06798126214840,0.0012697691724818100
38.41845739250480,0.0014726072336467200
38.84333696840840,0.0016642859333799900
39.37867312921560,0.0018528251095242200
39.747738084905,0.0020505184833852300
40.068310285662800,0.0022420053595664700
40.4735983448149,0.002434334036747360
40.83912101618900,0.0026516621078249200
41.279825878793500,0.002841686225526010
41.501168820969900,0.003064708604408350
41.88188737868210,0.0032052168356992600
42.147774319634400,0.0034254244581835300
42.45481336358860,0.003633181490172840
42.778239322810100,0.003888242960030100
43.02802367900890,0.004088527235872340
43.381967780023500,0.00423112207444417
43.645020893523600,0.004439879695353290
43.77439127721220,0.004668258794015900
44.041811846689900,0.004889624724061810
44.329246478365500,0.005037548251904110
44.59241016484310,0.005253034237385300
44.79497985964440,0.005440989016008850
45.01634696062260,0.005695871598071640
45.249213651262100,0.005905219105179040
45.49070503414750,0.006109443916353960
45.79774407810170,0.006305062598362300
45.92193964644270,0.006529407407656800
46.12893226034450,0.006701764171373650
46.35892405356860,0.006890825802588430
46.56232304570120,0.007086171274147040
46.672287871836500,0.007276735562835350
46.90515456247600,0.00747486567936239
47.127671622420300,0.007683682527711660
47.36657559763190,0.007949516295301220
47.53083678176990,0.008165476737157820
47.7490475268446,0.008372677249559720
47.957367016476500,0.008574712874438700
48.101830611595400,0.00878793086291731
48.28683026027010,0.008977060796744520
48.46499176009260,0.00918325662616393
48.66929615822940,0.009415041984979060
48.848585215220100,0.009647519240387660
48.98954703832750,0.009878587196467990
49.210299580927100,0.010069256825519900
49.33731777582140,0.0102613320507863
49.51843631298540,0.010466330958235500
49.64780669667400,0.010649811290262800
49.82578397212540,0.010827814569536400
49.895470383275300,0.01098233995584990
49.96515679442510,0.011114790286975700
50.03484320557490,0.011335540838852100
50.03484320557490,0.011225165562913900
50.17421602787460,0.011556291390728500
50.5226480836237,0.011710816777041900
50.59233449477350,0.011975717439293600
50.59233449477350,0.011887417218543000
50.66202090592340,0.012218543046357600
50.801393728223,0.01237306843267110
50.94076655052270,0.012549668874172200
51.358885017421600,0.012748344370860900
51.567944250871100,0.012902869757174400
51.916376306620200,0.013057395143487900
52.06272052552760,0.013099988623505200
52.24815140881460,0.013292829665941300
52.350652558967800,0.013465740356339200
52.47547365443880,0.013650247479287600
52.90794036562630,0.013743626907999700
53.19255520974120,0.013945119614677200
53.296051516692100,0.01411041193676530
53.59948387116170,0.01430749602027680
53.82058961782950,0.014478873484199800
54.34136421689590,0.014665302360171700
54.753624506250200,0.01482622331506400
54.95904899428900,0.0150064180253193
55.052264808362400,0.01511037527593820
55.11832577836270,0.015230379630346600
55.19163763066200,0.015375275938189800
55.33101045296170,0.01552980132450330
55.470383275261300,0.015662251655629100
55.54006968641120,0.015772626931567300
55.59884434634890,0.015884913807776800
55.70234065329980,0.016080600792397600
55.74912891986060,0.01597130242825610
55.81881533101050,0.01616997792494480
55.909333267201500,0.01631229301128670
56.09756097560980,0.016545253863134700
56.09756097560980,0.016456953642384100
56.518811519245500,0.016667206395510400
56.79192677369920,0.01696379151705320
56.99604449018560,0.01720004956353380
57.25996007291030,0.017400412172442100
57.58252356290720,0.01764029094730700
57.87576309926800,0.017817753553065
58.44499278749780,0.01791163859851850
58.98635808539470,0.01800460657393090
59.421307949734300,0.01818479937362360
59.78646415066870,0.01838415893717440
60.14659383413120,0.018582465218810500
60.694312525230000,0.01866947471144870
61.06197083468400,0.018583842750489800
61.1876449216958,0.01842782006866050
61.36506716218300,0.01822437585877050
61.556781749820600,0.018023058787382000
61.676664972038600,0.01773154323751760
61.9832727813806,0.01747499862521900
62.041489454040500,0.017222961985340900
62.067363530778200,0.017043326114641900
62.11911168425360,0.016864000710363000
62.48134875858170,0.016731866201947000
62.53309691205710,0.0165143906839601
62.56543950797920,0.016330588353902700
62.67684178282220,0.016138088824528800
62.75158911562000,0.015931359584231300
62.84358583290970,0.01572098753793740
63.024704370073700,0.01549149076016230
63.17563648437710,0.015235355963538200
63.3314969942495,0.015002931930944500
63.43581470046190,0.014796929083509400
63.56805998156580,0.014578626344994100
63.76306620209060,0.014403973509933800
63.76306620209060,0.014271523178807900
63.83275261324040,0.01411699779249450
63.878548902418400,0.013968147352583300
63.93547187124130,0.013757150825261400
64.0667240059654,0.013532571835581400
64.10279090081190,0.013316735580292900
64.24549035433510,0.013094441623465200
64.31840820695960,0.012856375972493900
64.41327982166450,0.012603656306491500
64.45517118400180,0.012394455162125000
64.56852428209080,0.012167885639168400
64.62889712781220,0.011883473560997100
64.68434157796440,0.011618147184242700
64.74964281925480,0.011308638774760200
64.84882678008280,0.011041575560146900
64.91351197192710,0.01052803748981070
64.92292072710440,0.010759982517070500
64.94456086401230,0.010290929849507300
65.02390803267470,0.010020568594465000
65.02440087223160,0.00975407131578327
65.09463050909110,0.0094999855975322
65.09463050909110,0.009259560401767750
65.09463050909110,0.009083339661690390
65.15500335481240,0.008648935046615990
65.18087743155010,0.008857941040661220
65.24987496951740,0.00847271430653863
65.25634348870180,0.008092268755286360
65.28314163960870,0.007899362662743210
65.29616724738680,0.008311258278145700
65.34474658422230,0.007668564882826470
65.37924535320600,0.007442710911047740
65.37924535320600,0.007262392014224400
65.38499514803660,0.00707296610240998
65.46204239876660,0.006566524998756150
65.46283852420470,0.006813486229125730
65.5301774675093,0.00635738239948605
65.57031545834600,0.006087166756606550
65.6121120438454,0.005824758627732870
65.68973427405860,0.0055882949834895300
65.69548406888920,0.005383614821565060
65.7242330430422,0.005176885581267600
65.7472322223646,0.004968334937971920
65.79323058100940,0.004765590016733050
65.87085281122260,0.004554876457376980
65.922600964698,0.004283851691242510
65.93985034918980,0.0040084555579123200
66.05197134838660,0.0037980835116184300
66.05936394174020,0.003576392746692760
66.08893431515480,0.0033644594978289700
66.20721580881290,0.003125985805276890
66.27966322367850,0.0028658894571317100
66.2900128543736,0.002665899407927640
66.38833434597690,0.002426567053962120
66.54122661760890,0.002192227000032610
66.59532695987870,0.0019812340208984100
66.70313561295250,0.0017858885493398000
66.8242130233277,0.0016006308482328300
66.98918790577500,0.0013692426134979900
67.02409737438940,0.0011151568952469200
67.09555911014120,0.0008801959084771170
67.36896185433640,0.0006254271641017160
67.52878403603170,0.00040901296363104700
67.6613389214726,0.0001471722718452700
68.27714194783030,0.000016850887322946600
68.84637163606000,0.000016850887322946600
69.41560132428980,0.000016850887322946600
69.9848310125196,0.000016850887322946600
70.55406070074940,0.000016850887322946600
71.12329038897910,0.000016850887322946600
71.69252007720890,0.000016850887322946600
72.26174976543870,0.000016850887322946600
72.83097945366850,0.000016850887322946600
73.40020914189820,0.000016850887322946600
74.01379439024980,0.00005022159225453670
74.5843286537773,0.0000506004134663493
75.10789820658760,0.00007124460413329010
75.67712789481740,0.00005038126069918660
76.24635758304710,0.0000682641264998507
76.81558727127690,0.00008242139525870340
77.38481695950670,0.00007124460413329010
77.95404664773650,0.00006602876827476600
78.52327633596620,0.00006528364886640440
79.09250602419600,0.000036969111348688500
79.66173571242580,0.00003324351430688410
80.23096540065560,0.000025047200814913600
80.80019508888530,0.000029517917265079600
81.36942477711510,0.00003324351430688410
81.93865446534490,0.000028027678448359900
82.50788415357470,0.000025047200814913600
83.07711384180440,0.000016850887322946600
83.64634353003420,0.000016850887322946600
84.21557321826400,0.000025047200814913600
84.78480290649380,0.00003324351430688410
85.35403259472350,0.000044420305432300900
85.92326228295330,0.000046655663657382100
86.49249197118310,0.00004069470839049640
87.06172165941290,0.000025792320223275200
87.63095134764260,0.00003324351430688410
88.20018103587240,0.000020576484364751000
88.76941072410220,0.000016850887322946600
89.33864041233200,0.000016850887322946600
89.90787010056170,0.000016850887322946600
90.47709978879150,0.000016850887322946600
91.04632947702130,0.000016850887322946600
91.61555916525110,0.000016850887322946600
92.18478885348080,0.000016850887322946600
92.7540185417106,0.000016850887322946600
93.32324822994040,0.000016850887322946600
93.89247791817020,0.000016850887322946600
94.46170760639990,0.000016850887322946600
95.0309372946297,0.000016850887322946600
95.60016698285950,0.000016850887322946600
96.16939667108930,0.000016850887322946600
96.73862635931900,0.000016850887322946600
97.3078560475488,0.000016850887322946600
97.87708573577860,0.000016850887322946600
98.44631542400840,0.000016850887322946600
99.01554511223810,0.000018341126139666300
99.5847748004679,0.000029517917265079600
100.15400448869800,0.00001759600673130470
100.72323417692700,0.000016850887322946600
101.29246386515700,0.000016850887322946600
101.861693553387,0.000016850887322946600
102.43092324161700,0.000016850887322946600
103.00015292984700,0.000016850887322946600
103.56938261807600,0.000016850887322946600
104.1386123063060,0.000016850887322946600
104.70784199453600,0.000016850887322946600
105.27707168276600,0.000016850887322946600
105.84630137099500,0.000016850887322946600
106.4155310592250,0.000016850887322946600
106.98476074745500,0.000016850887322946600
107.55399043568500,0.000016850887322946600
108.12322012391500,0.000016850887322946600
108.6924498121440,0.000016850887322946600
109.26167950037400,0.000016850887322946600
109.83090918860400,0.000016850887322946600
110.40013887683400,0.000016850887322946600
110.9693685650630,0.000016850887322946600
111.5385982532930,0.000016850887322946600
112.10782794152300,0.000016850887322946600
112.67705762975300,0.000016850887322946600
113.2462873179830,0.000016850887322946600
113.8155170062120,0.000016850887322946600
114.38474669444200,0.000016850887322946600
114.95397638267200,0.000016850887322946600
115.52320607090200,0.000016850887322946600
116.0924357591310,0.000016850887322946600
116.66166544736100,0.000016850887322946600
117.23089513559100,0.000016850887322946600
117.80012482382100,0.000016850887322946600
118.3693545120510,0.000021321603773109100
118.93858420028000,0.000027282559039998300
119.4560657350350,0.00003506491730510130